Feature Name                      Since   First Commit Timestamp     Latest Commit Timestamp
binary_heap_peek_mut_pop          1.18.0  2017-05-10 21:17:24 -0700  2017-05-10 21:17:24 -0700
peek                              1.18.0  2017-05-10 21:17:24 -0700  2017-05-10 21:17:24 -0700
process_try_wait                  1.18.0  2017-05-10 21:17:24 -0700  2017-05-10 21:17:24 -0700
retain_hash_collection            1.18.0  2017-05-10 21:17:24 -0700  2017-05-10 21:17:24 -0700
c_string_from_box                 1.18.0  2017-05-20 08:38:39 +0100  2017-05-20 08:38:39 +0100
os_string_from_box                1.18.0  2017-05-20 08:38:39 +0100  2017-05-20 08:38:39 +0100
path_buf_from_box                 1.18.0  2017-05-20 08:38:39 +0100  2017-05-20 08:38:39 +0100
string_from_box                   1.18.0  2017-05-20 08:38:39 +0100  2017-05-20 08:38:39 +0100
vec_from_box                      1.18.0  2017-05-20 08:38:39 +0100  2017-05-20 08:38:39 +0100
herd_cows                         1.19.0  2017-04-21 13:25:48 -0400  2017-04-21 13:25:48 -0400
boxed_str_conv                    1.19.0  2017-05-20 08:38:39 +0100  2017-05-20 08:38:39 +0100
eprint                            1.19.0  2017-05-20 08:38:39 +0100  2017-05-20 08:38:39 +0100
mutexguard                        1.19.0  2017-05-20 08:38:39 +0100  2017-05-20 08:38:39 +0100
vec_from_mut                      1.19.0  2017-05-20 08:38:39 +0100  2017-05-20 08:38:39 +0100
command_envs                      1.19.0  2017-06-08 11:31:25 -0400  2017-06-08 11:31:25 -0400
reverse_cmp_key                   1.19.0  2017-06-08 11:34:22 -0400  2017-07-03 13:46:37 -1000
osstring_shrink_to_fit            1.19.0  2017-06-08 11:35:46 -0400  2017-06-08 11:35:46 -0400
thread_id                         1.19.0  2017-06-08 11:41:23 -0400  2017-06-08 11:41:23 -0400
stdio_from                        1.20.0  2017-06-06 15:42:55 -0700  2017-06-06 15:42:55 -0700
box_from_c_string                 1.20.0  2017-06-13 00:08:37 +0100  2017-06-13 00:08:37 +0100
box_from_os_string                1.20.0  2017-06-13 00:08:37 +0100  2017-06-13 00:08:37 +0100
box_from_path_buf                 1.20.0  2017-06-13 00:08:37 +0100  2017-06-13 00:08:37 +0100
box_from_str                      1.20.0  2017-06-13 00:08:37 +0100  2017-06-13 00:08:37 +0100
box_from_vec                      1.20.0  2017-06-17 16:56:05 +0100  2017-06-17 16:56:05 +0100
more_io_inner_methods             1.20.0  2017-06-30 18:05:04 -0700  2017-06-30 18:05:04 -0700
char_from_str                     1.20.0  2017-07-10 02:07:29 +0100  2019-11-24 01:43:32 -0800
std_guard_impls                   1.20.0  2017-07-10 02:07:29 +0100  2017-07-10 02:07:29 +0100
char_escape_debug                 1.20.0  2017-07-20 15:38:59 -0700  2017-07-20 15:38:59 -0700
option_entry                      1.20.0  2017-07-20 15:40:23 -0700  2017-07-20 15:40:23 -0700
str_checked_slicing               1.20.0  2017-07-20 15:42:14 -0700  2018-04-07 21:56:02 +0200
as_c_str                          1.20.0  2017-07-20 15:44:35 -0700  2017-07-20 15:44:35 -0700
into_boxed_c_str                  1.20.0  2017-07-20 15:44:35 -0700  2017-07-20 15:44:35 -0700
into_boxed_os_str                 1.20.0  2017-07-20 15:44:35 -0700  2017-07-20 15:44:35 -0700
into_boxed_path                   1.20.0  2017-07-20 15:44:35 -0700  2017-07-20 15:44:35 -0700
utf8_error_error_len              1.20.0  2017-07-20 15:46:46 -0700  2017-07-20 15:46:46 -0700
compile_error_macro               1.20.0  2017-07-20 15:50:33 -0700  2017-07-20 15:50:33 -0700
str_box_extras                    1.20.0  2017-07-20 15:52:12 -0700  2017-07-20 15:52:12 -0700
str_mut_extras                    1.20.0  2017-07-20 15:52:12 -0700  2018-04-07 21:56:02 +0200
sort_unstable                     1.20.0  2018-04-07 19:38:35 +0200  2018-04-07 19:38:35 +0200
float_bits_conv                   1.20.0  2018-04-08 10:09:52 +0200  2018-04-08 10:09:52 +0200
manually_drop                     1.20.0  2019-05-29 10:00:13 +0200  2019-05-29 10:00:13 +0200
shared_from_slice                 1.21.0  2017-06-15 14:10:43 -0700  2017-06-15 14:10:43 -0700
asraw_stdio                       1.21.0  2017-07-25 16:44:25 -0700  2019-07-15 23:57:53 -0700
compiler_fences                   1.21.0  2017-09-24 22:23:26 -0700  2017-09-24 22:23:26 -0700
iterator_for_each                 1.21.0  2017-09-24 22:23:26 -0700  2017-09-24 22:23:26 -0700
ord_max_min                       1.21.0  2017-09-24 22:23:26 -0700  2017-09-24 22:23:26 -0700
tcpstream_connect_timeout         1.21.0  2017-09-24 22:23:26 -0700  2017-09-24 22:23:26 -0700
vec_splice                        1.21.0  2017-09-24 22:23:26 -0700  2017-09-24 22:23:26 -0700
discriminant_value                1.21.0  2019-05-29 10:00:13 +0200  2019-05-29 10:00:13 +0200
needs_drop                        1.21.0  2019-05-29 10:00:13 +0200  2019-05-29 10:00:13 +0200
indirect_hasher_impl              1.22.0  2017-08-21 22:15:02 +0800  2017-08-21 22:15:02 +0800
cow_box_error                     1.22.0  2017-09-09 16:48:40 -0400  2017-09-09 16:48:40 -0400
op_assign_builtins_by_ref         1.22.0  2017-09-21 15:46:17 -0400  2017-09-21 15:46:17 -0400
unit_from_iter                    1.23.0  2017-10-18 23:12:37 -0700  2017-10-18 23:12:37 -0700
atomic_from                       1.23.0  2017-10-31 11:15:10 -0800  2017-10-31 11:15:10 -0800
rwlock_guard_sync                 1.23.0  2017-11-01 13:39:44 +0100  2017-11-01 13:39:44 +0100
ascii_methods_on_intrinsics       1.23.0  2017-11-30 11:20:11 -0800  2018-04-07 11:45:22 +0200
spin_loop_hint                    1.24.0  2017-11-27 19:24:13 +0100  2017-11-27 19:24:13 +0100
atomic_bool_from                  1.24.0  2017-11-27 21:26:19 +0000  2017-11-27 21:26:19 +0000
ascii_ctype_on_intrinsics         1.24.0  2017-11-28 08:50:40 +0100  2017-11-28 08:50:40 +0100
mpsc_error_conversions            1.24.0  2017-11-28 15:58:36 +0100  2017-11-28 15:58:36 +0100
atomic_pointer                    1.24.0  2017-12-10 23:21:26 +0000  2017-12-10 23:21:26 +0000
mutex_from                        1.24.0  2017-12-27 14:11:05 +0000  2017-12-27 14:11:05 +0000
rw_lock_from                      1.24.0  2017-12-27 14:11:05 +0000  2017-12-27 14:11:05 +0000
shared_from_slice2                1.24.0  2017-12-27 14:11:05 +0000  2017-12-27 14:11:05 +0000
refcell_replace                   1.24.0  2019-12-22 17:42:04 -0500  2019-12-22 17:42:04 -0500
refcell_swap                      1.24.0  2019-12-22 17:42:04 -0500  2019-12-22 17:42:04 -0500
nonnull                           1.25.0  2018-01-21 09:48:23 +0100  2019-05-25 09:03:45 +0200
panic_col                         1.25.0  2018-01-24 22:25:42 +0100  2018-01-24 22:25:42 +0100
cursor_mut_vec                    1.25.0  2018-02-10 21:20:42 +0000  2018-02-10 21:20:42 +0000
path_component_asref              1.25.0  2018-02-10 21:20:42 +0000  2018-02-10 21:20:42 +0000
inclusive_range                   1.26.0  2018-01-28 03:09:36 +0800  2018-01-28 03:09:36 +0800
box_leak                          1.26.0  2018-02-10 01:26:19 +0100  2018-02-10 01:26:19 +0100
entry_and_modify                  1.26.0  2018-02-24 21:06:29 -0800  2018-02-24 21:06:29 -0800
thread_local_try_with             1.26.0  2018-02-27 17:00:01 +0100  2019-08-04 15:11:08 +0200
fused                             1.26.0  2018-03-03 14:15:28 +0100  2020-03-22 16:03:34 -0700
i128                              1.26.0  2018-03-16 20:15:56 -0500  2020-02-04 18:56:04 +0100
from_utf8_error_as_bytes          1.26.0  2018-03-17 21:41:14 +0000  2018-03-17 21:41:14 +0000
string_retain                     1.26.0  2018-03-21 10:47:03 -0700  2018-03-21 10:47:03 -0700
fs_read_write                     1.26.0  2018-03-30 09:48:18 -0700  2018-03-30 09:48:18 -0700
fs_read_write_bytes               1.26.0  2018-03-30 09:55:52 -0700  2018-03-30 09:55:52 -0700
getpid                            1.26.0  2018-04-02 19:34:06 -0600  2018-04-02 19:34:06 -0600
env_unimpl_send_sync              1.26.0  2018-04-05 00:35:09 +0100  2018-04-05 00:35:09 +0100
panic_hook_display                1.26.0  2018-04-05 00:35:09 +0100  2018-04-05 00:35:09 +0100
slice_rotate                      1.26.0  2018-04-07 19:38:35 +0200  2018-04-07 19:38:35 +0200
lossless_iusize_conv              1.26.0  2019-12-02 09:44:48 +0100  2019-12-02 09:44:48 +0100
pointer_methods                   1.26.0  2019-12-08 21:22:18 +0100  2019-12-08 21:22:18 +0100
option_filter                     1.27.0  2018-04-01 22:11:51 -0600  2018-04-01 22:11:51 -0600
splice                            1.27.0  2018-04-01 22:50:22 -0600  2018-04-01 22:50:22 -0600
iterator_try_fold                 1.27.0  2018-04-02 16:40:53 -0700  2018-12-17 17:27:22 -0500
simd_arch                         1.27.0  2018-04-03 11:11:49 -0700  2019-01-21 18:42:04 +0100
unix_ppid                         1.27.0  2018-04-03 19:47:37 -0600  2019-07-15 23:57:53 -0700
take_set_limit                    1.27.0  2018-04-05 00:30:49 -0600  2018-04-05 00:30:49 -0600
slice_rsplit                      1.27.0  2018-04-07 19:38:35 +0200  2018-04-17 00:30:06 -0400
swap_with_slice                   1.27.0  2018-04-07 19:38:35 +0200  2018-04-07 19:38:35 +0200
unreachable                       1.27.0  2018-04-12 21:47:38 +0800  2018-04-12 21:47:38 +0800
swap_nonoverlapping               1.27.0  2018-04-17 00:36:13 -0400  2018-04-17 00:36:13 -0400
duration_from_micros              1.27.0  2018-04-17 00:43:48 -0400  2018-04-17 00:43:48 -0400
duration_extras                   1.27.0  2018-04-17 00:56:20 -0400  2018-04-17 00:56:20 -0400
hash_map_remove_entry             1.27.0  2018-04-17 01:06:29 -0400  2018-04-17 01:06:29 -0400
duration_debug_impl               1.27.0  2018-05-06 13:46:20 +0200  2018-05-06 13:46:20 +0200
inclusive_range_methods           1.27.0  2018-05-14 23:25:22 +0100  2018-05-14 23:25:22 +0100
iter_rfind                        1.27.0  2018-12-17 17:27:22 -0500  2018-12-17 17:27:22 -0500
iter_rfold                        1.27.0  2018-12-17 17:27:22 -0500  2018-12-17 17:27:22 -0500
nonnull_cast                      1.27.0  2019-05-25 09:03:45 +0200  2019-05-25 09:03:45 +0200
core_hint                         1.27.0  2019-12-22 17:42:04 -0500  2019-12-22 17:42:04 -0500
cow_from_cstr                     1.28.0  2018-05-09 07:23:02 +0100  2018-05-09 07:23:02 +0100
cow_from_osstr                    1.28.0  2018-05-09 07:23:02 +0100  2018-05-09 07:23:02 +0100
cow_from_pathbuf_ref              1.28.0  2018-05-09 07:23:02 +0100  2018-05-09 07:23:02 +0100
cow_from_string_ref               1.28.0  2018-05-09 07:23:02 +0100  2018-05-09 07:23:02 +0100
cow_from_vec_ref                  1.28.0  2018-05-09 07:23:02 +0100  2018-05-09 07:23:02 +0100
osstring_from_cow_osstr           1.28.0  2018-05-09 07:23:02 +0100  2018-05-09 07:23:02 +0100
pathbuf_from_cow_path             1.28.0  2018-05-09 07:23:02 +0100  2018-05-09 07:23:02 +0100
cstring_from_cow_cstr             1.28.0  2018-05-09 07:32:50 +0100  2018-05-09 07:32:50 +0100
any_send_sync_methods             1.28.0  2018-05-16 23:09:58 -0700  2018-05-16 23:09:58 -0700
path_ancestors                    1.28.0  2018-05-19 17:49:13 +0200  2018-05-19 17:49:13 +0200
from_ref                          1.28.0  2018-05-21 17:59:20 +0200  2019-11-29 19:30:49 -0800
collections_range                 1.28.0  2018-05-24 04:39:35 -0700  2018-05-24 04:39:35 -0700
fmt_flags_align                   1.28.0  2018-05-26 10:41:48 +0200  2019-11-29 19:30:49 -0800
entry_or_default                  1.28.0  2018-05-26 11:11:17 +0200  2018-05-26 11:11:17 +0200
assoc_unix_epoch                  1.28.0  2018-05-28 18:24:01 -0600  2018-05-28 18:24:01 -0600
slice_get_slice                   1.28.0  2018-05-28 20:19:39 -0600  2019-11-29 19:30:49 -0800
iterator_repeat_with              1.28.0  2018-05-29 23:30:16 -0600  2019-12-22 17:42:04 -0500
alloc_module                      1.28.0  2018-05-31 18:36:51 +0200  2018-05-31 18:36:51 +0200
global_alloc                      1.28.0  2018-05-31 19:13:37 +0200  2020-03-24 11:45:38 +0100
alloc_system_type                 1.28.0  2018-05-31 19:16:24 +0200  2020-05-31 18:09:25 -0700
iterator_step_by                  1.28.0  2018-06-02 20:42:42 -0600  2019-12-22 17:42:04 -0500
default_mut_str                   1.28.0  2018-06-03 00:29:50 +0800  2018-06-03 00:29:50 +0800
extend_for_unit                   1.28.0  2018-12-17 17:29:39 -0500  2018-12-17 17:29:39 -0500
nonzero                           1.28.0  2019-01-09 19:37:38 +0100  2019-11-27 10:29:00 -0800
global_allocator                  1.28.0  2019-07-19 00:24:58 +0300  2019-07-19 00:24:58 +0300
from_bool                         1.28.0  2019-12-02 09:44:48 +0100  2019-12-02 09:44:48 +0100
alloc_layout                      1.28.0  2020-03-24 11:45:38 +0100  2020-03-24 11:45:38 +0100
proc_macro_lib2                   1.29.0  2018-03-16 01:09:22 +0200  2019-12-22 17:42:04 -0500
never_hash                        1.29.0  2018-06-06 19:40:03 -0400  2018-06-06 19:40:03 -0400
more_box_slice_clone              1.29.0  2018-06-29 11:49:32 -0700  2018-06-29 11:49:32 -0700
rc_downcast                       1.29.0  2018-07-06 01:00:40 -0600  2018-07-06 01:00:40 -0600
joinhandle_impl_send_sync         1.29.0  2018-07-27 10:08:02 +0200  2018-07-27 10:08:02 +0200
iterator_flatten                  1.29.0  2018-08-15 19:28:42 +0300  2019-12-22 17:42:04 -0500
os_str_str_ref_eq                 1.29.0  2018-09-13 14:25:43 -0700  2018-09-13 14:25:43 -0700
trim_direction                    1.30.0  2018-08-05 21:51:40 +0100  2018-08-05 21:51:40 +0100
ip_constructors                   1.30.0  2018-08-09 01:50:30 -0600  2018-08-09 01:50:30 -0600
option_ref_from_ref_option        1.30.0  2018-08-09 12:48:55 +0200  2018-08-10 14:21:17 +0200
token_stream_extend               1.30.0  2018-08-12 12:45:48 -0700  2018-08-12 12:45:48 -0700
iterator_find_map                 1.30.0  2018-08-15 14:12:17 +0300  2018-08-15 14:12:17 +0300
error_source                      1.30.0  2018-08-20 23:27:25 +0200  2018-08-20 23:27:25 +0200
slice_align_to                    1.30.0  2018-08-28 10:41:53 +0200  2018-08-28 10:41:53 +0200
core_c_void                       1.30.0  2019-10-29 13:01:54 +0000  2019-10-29 13:01:54 +0000
from_nonzero                      1.31.0  2018-09-17 16:34:24 +0800  2018-09-17 16:34:24 +0800
symmetric_u32_duration_mul        1.31.0  2018-09-19 18:40:33 +0300  2018-09-19 18:40:33 +0300
option_replace                    1.31.0  2018-10-08 10:18:43 +0200  2018-10-08 10:18:43 +0200
chunks_exact                      1.31.0  2018-10-18 10:22:34 +0300  2019-11-29 19:30:49 -0800
rchunks                           1.31.0  2018-10-18 18:48:02 +0300  2019-11-29 19:30:49 -0800
boxed_slice_from_iter             1.32.0  2018-11-11 10:45:16 +0100  2018-11-11 10:45:16 +0100
int_to_from_bytes                 1.32.0  2018-11-25 08:26:22 +0100  2018-11-25 08:26:22 +0100
dbg_macro                         1.32.0  2018-12-01 02:54:09 +0100  2018-12-01 02:54:09 +0100
path_from_str                     1.32.0  2018-12-21 11:33:59 -0200  2018-12-21 11:33:59 -0200
pin                               1.33.0  2018-12-17 18:14:07 -0800  2019-12-22 17:42:04 -0500
vec_resize_with                   1.33.0  2018-12-19 22:00:25 -0800  2018-12-19 22:00:25 -0800
duration_as_u128                  1.33.0  2018-12-25 14:23:48 -0700  2018-12-25 14:23:48 -0700
convert_id                        1.33.0  2019-01-04 01:42:31 +0100  2019-01-04 01:42:31 +0100
transpose_result                  1.33.0  2019-01-13 04:34:32 +0100  2019-01-13 04:34:32 +0100
rw_exact_all_at                   1.33.0  2019-01-15 10:33:39 +0200  2020-07-03 16:20:37 -0700
signed_nonzero                    1.34.0  2019-01-09 19:37:38 +0100  2019-04-10 03:21:11 +0000
get_type_id                       1.34.0  2019-01-22 14:25:27 +0100  2019-01-22 14:25:27 +0100
no_panic_pow                      1.34.0  2019-01-24 13:38:46 +0900  2019-01-24 13:38:46 +0900
slice_sort_by_cached_key          1.34.0  2019-01-31 12:47:31 -0800  2019-01-31 12:47:31 -0800
time_checked_add                  1.34.0  2019-01-31 20:46:11 +0100  2019-01-31 20:46:11 +0100
split_ascii_whitespace            1.34.0  2019-02-01 11:24:12 +0100  2019-12-22 17:42:04 -0500
process_pre_exec                  1.34.0  2019-02-01 19:53:32 +0100  2019-07-15 23:57:53 -0700
str_escape                        1.34.0  2019-02-02 10:34:36 +0100  2019-12-22 17:42:04 -0500
convert_infallible                1.34.0  2019-02-08 14:54:22 +0100  2019-12-11 09:49:29 -0500
try_from                          1.34.0  2019-02-08 15:00:47 +0100  2019-12-02 09:44:48 +0100
iter_successors                   1.34.0  2019-02-19 13:58:55 +0100  2019-02-19 13:58:55 +0100
iter_from_fn                      1.34.0  2019-02-19 14:10:07 +0100  2019-12-22 17:42:04 -0500
boxed_closure_impls               1.35.0  2019-02-11 11:09:26 +0900  2019-02-11 11:09:26 +0900
nonzero_parse                     1.35.0  2019-02-27 18:37:35 +0100  2019-02-27 18:37:35 +0100
range_contains                    1.35.0  2019-03-12 21:00:37 -0700  2019-03-12 21:00:37 -0700
copied                            1.35.0  2019-03-16 14:11:23 +0300  2019-03-16 14:11:23 +0300
refcell_map_split                 1.35.0  2019-03-18 12:01:16 -0700  2019-03-18 12:01:16 -0700
exact_size_case_mapping_iter      1.35.0  2019-03-19 08:49:45 +0100  2019-03-19 08:49:45 +0100
asraw_stdio_locks                 1.35.0  2019-03-28 20:45:40 -0400  2019-07-15 23:57:53 -0700
copysign                          1.35.0  2019-03-29 03:09:29 +0800  2019-03-29 03:09:29 +0800
ptr_hash                          1.35.0  2019-04-01 16:36:07 +0300  2019-04-01 16:36:07 +0300
from_ref_string                   1.35.0  2019-04-09 13:40:21 -0700  2019-04-09 13:40:21 -0700
refcell_replace_swap              1.35.0  2019-12-22 17:42:04 -0500  2019-12-22 17:42:04 -0500
futures_api                       1.36.0  2019-04-05 14:14:19 -0700  2019-11-24 01:43:32 -0800
try_from_slice_error              1.36.0  2019-04-26 12:45:26 -0700  2019-04-26 12:45:26 -0700
iovec                             1.36.0  2019-04-27 08:34:08 -0700  2019-04-27 08:34:08 -0700
iter_copied                       1.36.0  2019-04-27 16:45:30 +0200  2019-04-27 16:45:30 +0200
str_as_mut_ptr                    1.36.0  2019-04-29 02:33:50 +0900  2019-04-29 02:33:50 +0900
string_borrow_mut                 1.36.0  2019-04-30 15:52:07 +0900  2019-04-30 15:52:07 +0900
core_array                        1.36.0  2019-05-09 11:58:39 +0900  2019-12-22 17:42:04 -0500
vecdeque_rotate                   1.36.0  2019-05-09 20:50:02 +0200  2019-05-09 20:50:02 +0200
maybe_uninit                      1.36.0  2019-05-29 10:00:13 +0200  2019-05-29 10:00:13 +0200
hashbrown                         1.36.0  2019-07-02 15:19:19 +0200  2019-07-02 15:19:19 +0200
align_offset                      1.36.0  2019-12-08 21:22:18 +0100  2019-12-08 21:22:18 +0100
borrow_state                      1.37.0  2019-05-15 11:54:16 +0200  2019-05-15 11:54:16 +0200
vec_as_ptr                        1.37.0  2019-05-25 10:36:07 +0200  2019-05-25 10:36:07 +0200
option_xor                        1.37.0  2019-05-27 09:07:47 +0000  2019-05-27 09:07:47 +0000
bufreader_buffer                  1.37.0  2019-05-27 13:42:21 +0000  2019-05-27 13:42:21 +0000
iter_arith_traits_option          1.37.0  2019-05-28 16:00:39 -0700  2019-05-28 16:00:39 -0700
iter_nth_back                     1.37.0  2019-05-30 18:00:17 +0000  2019-05-30 18:00:17 +0000
reverse_bits                      1.37.0  2019-05-30 18:51:47 +0000  2019-05-30 18:51:47 +0000
copy_within                       1.37.0  2019-05-31 20:02:07 +0800  2019-05-31 20:02:07 +0800
as_cell                           1.37.0  2019-06-07 16:25:41 +0200  2019-06-07 16:25:41 +0200
shared_from_iter                  1.37.0  2019-06-19 01:39:51 +0200  2019-06-19 01:39:51 +0200
type_name                         1.38.0  2019-04-17 19:38:17 -0700  2019-04-17 19:38:17 -0700
double_ended_peek_iterator        1.38.0  2019-06-02 13:31:49 +0200  2019-06-02 13:31:49 +0200
double_ended_step_by_iterator     1.38.0  2019-06-02 13:31:49 +0200  2019-06-02 13:31:49 +0200
double_ended_take_iterator        1.38.0  2019-06-02 13:31:49 +0200  2019-06-02 13:31:49 +0200
builtin_macro_prelude             1.38.0  2019-06-20 11:52:31 +0300  2019-07-28 01:51:21 +0300
euclidean_division                1.38.0  2019-07-07 12:16:13 +0800  2019-07-07 12:16:13 +0800
pin_raw                           1.38.0  2019-07-10 21:58:01 -0700  2019-07-10 21:58:01 -0700
duration_float                    1.38.0  2019-07-17 18:36:15 +0300  2019-07-17 18:36:15 +0300
chars_debug_impl                  1.38.0  2019-07-26 02:58:37 -0400  2019-07-26 02:58:37 -0400
ptr_cast                          1.38.0  2019-12-08 21:22:18 +0100  2019-12-08 21:22:18 +0100
checked_duration_since            1.39.0  2019-07-22 00:54:42 +0300  2019-07-22 00:54:42 +0300
ascii_escape_display              1.39.0  2019-08-09 14:58:09 -0400  2019-08-09 14:58:09 -0400
weak_ptr_eq                       1.39.0  2019-08-25 13:06:49 +0200  2019-08-25 13:06:49 +0200
pin_into_inner                    1.39.0  2019-08-28 23:55:28 +0100  2019-08-28 23:55:28 +0100
wrapping_ref_ops                  1.39.0  2019-11-24 01:43:32 -0800  2019-11-24 01:43:32 -0800
stable_struct                     1.39.0  2020-05-02 21:14:08 +0300  2020-05-02 21:14:08 +0300
mem_take                          1.40.0  2019-09-23 13:54:37 -0400  2019-09-23 13:54:37 -0400
option_deref                      1.40.0  2019-09-23 15:51:25 +0200  2019-09-23 15:51:25 +0200
option_flattening                 1.40.0  2019-09-24 20:19:32 +0100  2019-09-24 20:19:32 +0100
udp_peer_addr                     1.40.0  2019-09-26 09:14:45 +0800  2019-09-26 09:14:45 +0800
map_get_key_value                 1.40.0  2019-09-27 11:21:57 +0000  2019-09-27 11:21:57 +0000
repeat_generic_slice              1.40.0  2019-09-28 16:39:07 +0000  2019-09-28 16:39:07 +0000
array_value_iter_impls            1.40.0  2019-10-25 10:50:21 +0200  2019-10-25 10:50:21 +0200
float_to_from_bytes               1.40.0  2019-10-31 16:13:28 +0000  2019-10-31 16:13:28 +0000
todo_macro                        1.40.0  2019-12-19 19:09:20 +0100  2019-12-19 19:09:20 +0100
maybe_uninit_debug                1.41.0  2019-11-07 08:50:18 -0500  2019-11-07 08:50:18 -0500
result_map_or_else                1.41.0  2019-11-12 03:09:10 +0000  2019-11-12 03:09:10 +0000
result_map_or                     1.41.0  2019-11-20 09:42:02 +0000  2019-11-20 09:42:02 +0000
pin_trait_impls                   1.41.0  2019-12-05 00:01:03 +0100  2019-12-05 00:01:03 +0100
nz_int_conv                       1.41.0  2019-12-08 23:16:18 +0000  2019-12-08 23:16:18 +0000
weak_counts                       1.41.0  2019-12-14 19:26:25 -0800  2019-12-14 19:26:25 -0800
integer_exp_format                1.42.0  2019-11-24 14:30:56 -0800  2019-11-24 14:30:56 -0800
wait_timeout_until                1.42.0  2019-12-05 18:58:56 -0800  2019-12-05 18:58:56 -0800
wait_until                        1.42.0  2019-12-05 18:58:56 -0800  2019-12-05 18:58:56 -0800
matches_macro                     1.42.0  2019-12-27 14:07:16 +0100  2019-12-27 14:07:16 +0100
manually_drop_take                1.42.0  2020-01-09 13:11:54 -0500  2020-01-09 13:11:54 -0500
debug_map_key_value               1.42.0  2020-01-14 14:43:05 +1000  2020-01-14 14:43:05 +1000
slice_from_raw_parts              1.42.0  2020-01-14 16:45:11 -0500  2020-01-14 16:45:11 -0500
iter_empty_send_sync              1.42.0  2020-01-18 18:35:36 +0100  2020-01-18 18:35:36 +0100
cstring_from_vec_of_nonzerou8     1.43.0  2019-09-01 17:23:20 +0200  2019-09-01 17:23:20 +0200
string_as_mut                     1.43.0  2020-02-01 22:19:28 +0100  2020-02-01 22:19:28 +0100
iter_once_with                    1.43.0  2020-02-04 00:47:04 +0900  2020-02-04 00:47:04 +0900
assoc_int_consts                  1.43.0  2020-02-04 18:01:11 +0100  2020-02-04 18:01:11 +0100
extra_log_consts                  1.43.0  2020-02-16 18:53:02 +0100  2020-02-16 18:53:02 +0100
core_primitive                    1.43.0  2020-02-23 23:59:39 -0800  2020-02-23 23:59:39 -0800
boxed_slice_try_from              1.43.0  2020-02-28 13:28:09 +0900  2020-02-28 13:28:09 +0900
once_is_completed                 1.43.0  2020-03-15 10:19:26 +0100  2020-03-15 10:19:26 +0100
proc_macro_lexerror_impls         1.44.0  2020-02-08 09:55:49 -0600  2020-02-08 09:55:49 -0600
alloc_layout_manipulation         1.44.0  2020-02-21 15:38:29 -0500  2020-02-21 15:38:29 -0500
from_mut_str_for_string           1.44.0  2020-03-10 18:45:08 -0700  2020-03-10 18:45:08 -0700
vec_from_array                    1.44.0  2020-03-10 23:13:56 +0000  2020-03-10 23:13:56 +0000
mut_osstr                         1.44.0  2020-03-16 13:13:07 -0400  2020-03-16 13:13:07 -0400
convert_infallible_hash           1.44.0  2020-03-22 20:02:29 +0100  2020-03-22 20:02:29 +0100
iovec-send-sync                   1.44.0  2020-03-24 00:33:25 +0100  2020-03-24 00:33:25 +0100
float_approx_unchecked_to         1.44.0  2020-03-27 19:18:52 -0400  2020-03-27 19:18:52 -0400
path_buf_capacity                 1.44.0  2020-04-19 11:59:19 -0400  2020-04-19 11:59:19 -0400
proc_macro_mixed_site             1.45.0  2020-02-01 00:18:14 +0300  2020-02-01 00:18:14 +0300
unicode_version                   1.45.0  2020-04-12 19:18:03 +0200  2020-04-12 19:18:03 +0200
box_from_array                    1.45.0  2020-04-13 21:41:45 +0800  2020-04-13 21:41:45 +0800
box_from_cow                      1.45.0  2020-04-22 13:03:05 -0700  2020-04-22 13:03:05 -0700
shared_from_cow                   1.45.0  2020-04-22 13:33:42 -0700  2020-04-22 13:33:42 -0700
nonzero_bitor                     1.45.0  2020-04-26 11:28:44 +0200  2020-04-26 11:28:44 +0200
proc_macro_span_located_at        1.45.0  2020-04-26 12:08:42 +0200  2020-04-26 12:08:42 +0200
proc_macro_span_resolved_at       1.45.0  2020-04-26 12:08:42 +0200  2020-04-26 12:08:42 +0200
btreemap_remove_entry             1.45.0  2020-04-26 12:31:05 +0200  2020-04-26 12:31:05 +0200
osstring_from_str                 1.45.0  2020-04-29 18:13:52 +0900  2020-04-29 18:13:52 +0900
no_more_cas                       1.45.0  2020-05-03 06:23:15 -0700  2020-05-03 06:23:15 -0700
saturating_neg                    1.45.0  2020-05-04 17:32:27 +0200  2020-05-04 17:32:27 +0200
process_set_argv0                 1.45.0  2020-05-11 17:19:25 -0700  2020-05-11 17:19:25 -0700
proc_macro_token_stream_default   1.45.0  2020-05-15 09:12:41 -0700  2020-05-15 09:12:41 -0700
socketaddr_ordering               1.45.0  2020-05-16 18:29:23 +0800  2020-05-16 18:29:23 +0800
weak_into_raw                     1.45.0  2020-05-17 08:21:24 +0200  2020-05-17 08:21:24 +0200
atomic_min_max                    1.45.0  2020-05-18 15:16:23 +0100  2020-05-18 15:16:23 +0100
str_strip                         1.45.0  2020-05-22 15:29:47 +0000  2020-05-22 15:29:47 +0000
box_str2                          1.45.0  2020-05-27 19:59:44 +0200  2020-05-27 19:59:44 +0200
rc_as_ptr                         1.45.0  2020-07-02 16:55:54 -0400  2020-07-02 16:55:54 -0400
track_caller                      1.46.0  2020-05-21 16:43:39 -0700  2020-05-21 16:43:39 -0700
vec_intoiter_as_ref               1.46.0  2020-05-25 15:16:31 -0400  2020-05-25 15:16:31 -0400
vec_drain_as_slice                1.46.0  2020-05-25 15:33:34 -0400  2020-05-25 15:33:34 -0400
